zip_code,state_code,service_type,avg_price,min_price,max_price
59230,MT,Unarmed Guard,32.88,18.24,47.52
59230,MT,Armed Guard,27.7,25.03,30.37
59230,MT,Executive Protection,62.95,47.67,78.23
59260,MT,Unarmed Guard,41.51,19.52,63.5
59260,MT,Armed Guard,45.6,37.21,54.0
59260,MT,Executive Protection,78.3,57.38,99.22
59241,MT,Unarmed Guard,41.25,18.71,63.8
59241,MT,Armed Guard,41.12,31.54,50.7
59241,MT,Executive Protection,74.51,56.74,92.27
59243,MT,Unarmed Guard,35.37,18.32,52.42
59243,MT,Armed Guard,30.95,27.65,34.25
59243,MT,Executive Protection,65.14,40.27,90.01
59248,MT,Unarmed Guard,40.16,19.67,60.64
59248,MT,Armed Guard,32.0,24.87,39.14
59248,MT,Executive Protection,45.75,41.64,49.86
59247,MT,Unarmed Guard,33.7,19.57,47.83
59247,MT,Armed Guard,36.4,26.55,46.25
59247,MT,Executive Protection,74.89,54.45,95.33
59250,MT,Unarmed Guard,34.11,19.59,48.62
59250,MT,Armed Guard,58.06,38.49,77.64
59250,MT,Executive Protection,76.95,57.8,96.09
59252,MT,Unarmed Guard,40.3,19.1,61.51
59252,MT,Armed Guard,48.61,31.41,65.81
59252,MT,Executive Protection,61.58,42.8,80.35
59253,MT,Unarmed Guard,31.13,18.8,43.46
59253,MT,Armed Guard,24.89,21.01,28.76
59253,MT,Executive Protection,64.32,43.3,85.35
59255,MT,Unarmed Guard,39.14,19.96,58.33
59255,MT,Armed Guard,33.39,25.19,41.58
59255,MT,Executive Protection,67.57,45.3,89.84
59256,MT,Unarmed Guard,24.67,19.24,30.11
59256,MT,Armed Guard,56.14,33.14,79.13
59256,MT,Executive Protection,75.23,56.74,93.72
59258,MT,Unarmed Guard,38.0,18.12,57.88
59258,MT,Armed Guard,31.92,21.59,42.24
59258,MT,Executive Protection,59.43,46.55,72.31
59259,MT,Unarmed Guard,21.89,18.39,25.4
59259,MT,Armed Guard,55.32,31.8,78.84
59259,MT,Executive Protection,63.8,40.69,86.91
59261,MT,Unarmed Guard,28.64,19.64,37.63
59261,MT,Armed Guard,48.55,24.41,72.7
59261,MT,Executive Protection,66.66,54.7,78.61
59262,MT,Unarmed Guard,41.18,19.9,62.47
59262,MT,Armed Guard,44.34,28.15,60.53
59262,MT,Executive Protection,79.68,57.43,101.92
59263,MT,Unarmed Guard,40.89,19.09,62.69
59263,MT,Armed Guard,46.72,35.76,57.68
59263,MT,Executive Protection,71.82,54.89,88.74
59270,MT,Unarmed Guard,41.26,18.31,64.2
59270,MT,Armed Guard,45.58,30.25,60.92
59270,MT,Executive Protection,65.71,56.16,75.26
59274,MT,Unarmed Guard,26.2,18.25,34.14
59274,MT,Armed Guard,47.14,30.09,64.18
59274,MT,Executive Protection,61.66,56.77,66.55
59275,MT,Unarmed Guard,22.91,19.91,25.92
59275,MT,Armed Guard,43.18,28.62,57.75
59275,MT,Executive Protection,70.47,54.87,86.08
59276,MT,Unarmed Guard,29.5,19.48,39.52
59276,MT,Armed Guard,41.52,25.19,57.85
59276,MT,Executive Protection,49.24,44.95,53.53
59301,MT,Unarmed Guard,39.27,18.91,59.63
59301,MT,Armed Guard,31.34,28.52,34.15
59301,MT,Executive Protection,70.85,52.87,88.83
59311,MT,Unarmed Guard,34.96,18.15,51.76
59311,MT,Armed Guard,44.63,26.11,63.15
59311,MT,Executive Protection,63.21,48.79,77.63
59312,MT,Unarmed Guard,40.28,18.0,62.56
59312,MT,Armed Guard,41.24,37.53,44.94
59312,MT,Executive Protection,75.66,59.51,91.8
59313,MT,Unarmed Guard,26.99,19.98,34.0
59313,MT,Armed Guard,46.8,28.5,65.1
59313,MT,Executive Protection,55.58,42.6,68.56
59314,MT,Unarmed Guard,41.43,19.56,63.31
59314,MT,Armed Guard,56.37,34.61,78.13
59314,MT,Executive Protection,64.77,58.44,71.1
59315,MT,Unarmed Guard,28.34,18.09,38.59
59315,MT,Armed Guard,32.9,29.58,36.22
59315,MT,Executive Protection,58.17,46.56,69.78
59330,MT,Unarmed Guard,29.53,18.73,40.33
59330,MT,Armed Guard,57.3,36.91,77.69
59330,MT,Executive Protection,61.94,50.83,73.06
59316,MT,Unarmed Guard,29.23,18.42,40.05
59316,MT,Armed Guard,52.96,32.21,73.7
59316,MT,Executive Protection,71.72,47.36,96.09
59317,MT,Unarmed Guard,27.71,18.14,37.27
59317,MT,Armed Guard,41.51,24.61,58.4
59317,MT,Executive Protection,61.29,51.05,71.53
59318,MT,Unarmed Guard,22.4,18.05,26.75
59318,MT,Armed Guard,50.77,37.28,64.27
59318,MT,Executive Protection,61.94,41.41,82.47
59322,MT,Unarmed Guard,31.88,19.64,44.11
59322,MT,Armed Guard,46.34,22.29,70.38
59322,MT,Executive Protection,59.86,47.38,72.34
59323,MT,Unarmed Guard,42.59,19.26,65.92
59323,MT,Armed Guard,43.16,37.36,48.97
59323,MT,Executive Protection,74.99,58.17,91.81
59324,MT,Unarmed Guard,24.07,18.81,29.34
59324,MT,Armed Guard,54.75,39.7,69.81
59324,MT,Executive Protection,74.11,50.19,98.04
59326,MT,Unarmed Guard,35.62,19.35,51.89
59326,MT,Armed Guard,43.37,24.68,62.06
59326,MT,Executive Protection,67.18,48.6,85.75
59327,MT,Unarmed Guard,32.03,19.34,44.71
59327,MT,Armed Guard,58.41,38.81,78.02
59327,MT,Executive Protection,56.12,43.75,68.49
59332,MT,Unarmed Guard,37.53,18.45,56.61
59332,MT,Armed Guard,44.28,36.09,52.46
59332,MT,Executive Protection,68.35,57.62,79.08
59344,MT,Unarmed Guard,22.73,18.51,26.96
59344,MT,Armed Guard,43.06,34.01,52.11
59344,MT,Executive Protection,71.71,57.0,86.43
59337,MT,Unarmed Guard,27.54,18.51,36.57
59337,MT,Armed Guard,37.66,21.13,54.19
59337,MT,Executive Protection,59.48,43.79,75.16
59339,MT,Unarmed Guard,22.15,18.98,25.33
59339,MT,Armed Guard,37.0,33.92,40.08
59339,MT,Executive Protection,60.41,41.14,79.69
59347,MT,Unarmed Guard,39.59,19.47,59.7
59347,MT,Armed Guard,27.68,22.49,32.86
59347,MT,Executive Protection,68.8,56.49,81.1
59349,MT,Unarmed Guard,33.84,19.81,47.87
59349,MT,Armed Guard,53.74,37.97,69.5
59349,MT,Executive Protection,51.84,42.58,61.09
59351,MT,Unarmed Guard,36.37,19.84,52.9
59351,MT,Armed Guard,33.43,30.42,36.44
59351,MT,Executive Protection,51.11,42.88,59.35
59353,MT,Unarmed Guard,40.85,18.73,62.98
59353,MT,Armed Guard,42.59,26.94,58.25
59353,MT,Executive Protection,74.2,50.86,97.54
59354,MT,Unarmed Guard,40.05,18.0,62.09
59354,MT,Armed Guard,31.75,21.79,41.72
59354,MT,Executive Protection,49.88,43.52,56.23
59401,MT,Unarmed Guard,28.61,18.8,38.43
59401,MT,Armed Guard,48.93,31.25,66.62
59401,MT,Executive Protection,64.71,45.38,84.04
59405,MT,Unarmed Guard,38.52,19.72,57.32
59405,MT,Armed Guard,52.96,30.45,75.46
59405,MT,Executive Protection,77.21,52.88,101.53
59410,MT,Unarmed Guard,44.48,19.7,69.25
59410,MT,Armed Guard,51.45,39.35,63.56
59410,MT,Executive Protection,67.8,58.76,76.83
59411,MT,Unarmed Guard,28.46,19.47,37.45
59411,MT,Armed Guard,53.68,31.76,75.6
59411,MT,Executive Protection,72.88,49.08,96.68
59412,MT,Unarmed Guard,29.95,18.44,41.47
59412,MT,Armed Guard,46.41,36.01,56.8
59412,MT,Executive Protection,55.85,45.66,66.03
59414,MT,Unarmed Guard,23.46,19.99,26.93
59414,MT,Armed Guard,42.31,33.87,50.74
59414,MT,Executive Protection,75.56,55.33,95.78
59416,MT,Unarmed Guard,30.3,19.82,40.78
59416,MT,Armed Guard,30.35,23.29,37.41
59416,MT,Executive Protection,62.01,41.95,82.08
59417,MT,Unarmed Guard,43.26,19.59,66.94
59417,MT,Armed Guard,51.49,38.5,64.47
59417,MT,Executive Protection,59.93,51.88,67.98
59418,MT,Unarmed Guard,24.12,19.2,29.05
59418,MT,Armed Guard,44.27,34.86,53.68
59418,MT,Executive Protection,66.57,41.89,91.26
59419,MT,Unarmed Guard,38.49,18.71,58.28
59419,MT,Armed Guard,37.64,25.54,49.74
59419,MT,Executive Protection,47.91,41.25,54.56
59420,MT,Unarmed Guard,22.09,19.49,24.7
59420,MT,Armed Guard,46.18,38.35,54.01
59420,MT,Executive Protection,81.55,57.15,105.95
59421,MT,Unarmed Guard,20.96,18.11,23.81
59421,MT,Armed Guard,46.04,29.05,63.04
59421,MT,Executive Protection,51.8,42.87,60.73
59422,MT,Unarmed Guard,23.22,18.31,28.12
59422,MT,Armed Guard,54.44,34.0,74.88
59422,MT,Executive Protection,74.4,49.76,99.05
59424,MT,Unarmed Guard,42.7,19.0,66.39
59424,MT,Armed Guard,32.24,22.49,41.99
59424,MT,Executive Protection,53.53,40.15,66.9
59425,MT,Unarmed Guard,33.69,18.92,48.46
59425,MT,Armed Guard,34.0,25.45,42.55
59425,MT,Executive Protection,75.52,50.7,100.33
59427,MT,Unarmed Guard,39.68,18.91,60.46
59427,MT,Armed Guard,43.99,30.06,57.92
59427,MT,Executive Protection,70.89,58.09,83.69
59430,MT,Unarmed Guard,37.03,18.37,55.68
59430,MT,Armed Guard,30.32,22.59,38.05
59430,MT,Executive Protection,74.3,56.77,91.83
59432,MT,Unarmed Guard,24.91,18.86,30.96
59432,MT,Armed Guard,36.21,28.28,44.14
59432,MT,Executive Protection,70.87,53.66,88.08
59433,MT,Unarmed Guard,37.48,19.79,55.18
59433,MT,Armed Guard,51.77,28.6,74.93
59433,MT,Executive Protection,64.14,51.34,76.94
59434,MT,Unarmed Guard,39.25,19.17,59.33
59434,MT,Armed Guard,38.94,32.23,45.65
59434,MT,Executive Protection,73.93,51.57,96.3
59435,MT,Unarmed Guard,31.03,19.78,42.27
59435,MT,Armed Guard,58.52,38.49,78.56
59435,MT,Executive Protection,69.29,58.37,80.21
59436,MT,Unarmed Guard,39.24,19.05,59.44
59436,MT,Armed Guard,31.43,21.17,41.69
59436,MT,Executive Protection,49.44,46.48,52.4
59457,MT,Unarmed Guard,41.91,19.64,64.19
59457,MT,Armed Guard,46.39,23.84,68.94
59457,MT,Executive Protection,67.56,54.67,80.44
59442,MT,Unarmed Guard,36.92,18.06,55.78
59442,MT,Armed Guard,43.31,38.8,47.82
59442,MT,Executive Protection,65.81,57.79,73.82
59443,MT,Unarmed Guard,33.92,18.33,49.51
59443,MT,Armed Guard,48.37,31.47,65.28
59443,MT,Executive Protection,62.66,55.89,69.44
59444,MT,Unarmed Guard,32.16,18.99,45.33
59444,MT,Armed Guard,47.67,39.53,55.82
59444,MT,Executive Protection,55.33,45.8,64.85
59446,MT,Unarmed Guard,28.08,18.98,37.18
59446,MT,Armed Guard,33.87,23.9,43.84
59446,MT,Executive Protection,52.74,46.75,58.74
59447,MT,Unarmed Guard,40.79,19.08,62.5
59447,MT,Armed Guard,32.3,26.93,37.67
59447,MT,Executive Protection,78.89,54.83,102.95
59448,MT,Unarmed Guard,24.91,19.56,30.25
59448,MT,Armed Guard,38.16,29.81,46.5
59448,MT,Executive Protection,63.35,44.6,82.09
59450,MT,Unarmed Guard,28.15,18.29,38.01
59450,MT,Armed Guard,41.23,26.24,56.22
59450,MT,Executive Protection,67.05,55.69,78.41
59451,MT,Unarmed Guard,24.18,19.27,29.09
59451,MT,Armed Guard,39.08,30.77,47.39
59451,MT,Executive Protection,72.5,56.52,88.47
59452,MT,Unarmed Guard,32.7,19.98,45.43
59452,MT,Armed Guard,34.44,24.66,44.22
59452,MT,Executive Protection,59.83,47.98,71.68
59453,MT,Unarmed Guard,23.42,18.8,28.04
59453,MT,Armed Guard,42.49,34.1,50.88
59453,MT,Executive Protection,62.93,47.59,78.28
59454,MT,Unarmed Guard,23.3,18.92,27.68
59454,MT,Armed Guard,47.37,25.19,69.54
59454,MT,Executive Protection,63.8,45.51,82.1
59460,MT,Unarmed Guard,23.46,18.15,28.76
59460,MT,Armed Guard,37.03,27.18,46.87
59460,MT,Executive Protection,70.0,47.48,92.53
59474,MT,Unarmed Guard,22.39,18.9,25.88
59474,MT,Armed Guard,42.71,39.39,46.02
59474,MT,Executive Protection,66.99,59.04,74.94
59462,MT,Unarmed Guard,28.27,19.39,37.15
59462,MT,Armed Guard,42.24,31.37,53.12
59462,MT,Executive Protection,61.77,56.64,66.9
59463,MT,Unarmed Guard,27.71,18.02,37.39
59463,MT,Armed Guard,26.83,24.14,29.53
59463,MT,Executive Protection,62.96,52.77,73.15
59464,MT,Unarmed Guard,33.35,18.0,48.69
59464,MT,Armed Guard,40.79,37.42,44.16
59464,MT,Executive Protection,61.07,47.48,74.66
59465,MT,Unarmed Guard,30.94,19.39,42.49
59465,MT,Armed Guard,36.11,23.82,48.41
59465,MT,Executive Protection,57.72,46.05,69.39
59467,MT,Unarmed Guard,29.66,18.46,40.86
59467,MT,Armed Guard,34.43,30.18,38.67
59467,MT,Executive Protection,64.74,55.7,73.79
59468,MT,Unarmed Guard,24.37,19.82,28.93
59468,MT,Armed Guard,54.4,32.4,76.41
59468,MT,Executive Protection,60.56,50.77,70.35
59469,MT,Unarmed Guard,34.58,18.58,50.58
59469,MT,Armed Guard,26.23,23.31,29.15
59469,MT,Executive Protection,66.48,48.08,84.89
59471,MT,Unarmed Guard,32.7,19.87,45.53
59471,MT,Armed Guard,50.26,30.71,69.81
59471,MT,Executive Protection,53.09,40.22,65.96
59472,MT,Unarmed Guard,39.08,18.51,59.64
59472,MT,Armed Guard,48.09,31.66,64.52
59472,MT,Executive Protection,73.73,54.94,92.51
59477,MT,Unarmed Guard,23.64,19.01,28.27
59477,MT,Armed Guard,38.19,34.76,41.62
59477,MT,Executive Protection,54.89,47.05,62.73
59479,MT,Unarmed Guard,35.77,18.12,53.42
59479,MT,Armed Guard,37.5,29.08,45.91
59479,MT,Executive Protection,74.42,58.59,90.25
59482,MT,Unarmed Guard,30.97,18.92,43.01
59482,MT,Armed Guard,38.48,28.76,48.2
59482,MT,Executive Protection,71.52,58.58,84.45
59483,MT,Unarmed Guard,40.58,18.05,63.11
59483,MT,Armed Guard,54.48,39.43,69.53
59483,MT,Executive Protection,66.8,55.65,77.95
59484,MT,Unarmed Guard,39.46,18.64,60.28
59484,MT,Armed Guard,40.19,36.78,43.59
59484,MT,Executive Protection,52.53,48.79,56.27
59485,MT,Unarmed Guard,25.91,18.51,33.32
59485,MT,Armed Guard,60.12,38.37,81.86
59485,MT,Executive Protection,46.3,43.34,49.25
59486,MT,Unarmed Guard,29.1,18.91,39.3
59486,MT,Armed Guard,57.5,36.97,78.03
59486,MT,Executive Protection,71.61,58.04,85.19
59487,MT,Unarmed Guard,39.16,18.99,59.33
59487,MT,Armed Guard,32.7,22.72,42.68
59487,MT,Executive Protection,69.61,46.08,93.14
59489,MT,Unarmed Guard,31.44,18.82,44.06
59489,MT,Armed Guard,52.52,39.6,65.44
59489,MT,Executive Protection,67.17,49.39,84.96
59501,MT,Unarmed Guard,24.67,18.74,30.61
59501,MT,Armed Guard,37.06,28.85,45.27
59501,MT,Executive Protection,63.68,59.73,67.64
59520,MT,Unarmed Guard,41.86,18.51,65.21
59520,MT,Armed Guard,42.31,32.14,52.47
59520,MT,Executive Protection,78.58,55.78,101.38
59521,MT,Unarmed Guard,40.25,18.33,62.17
59521,MT,Armed Guard,52.12,27.32,76.92
59521,MT,Executive Protection,66.34,48.66,84.02
59522,MT,Unarmed Guard,43.43,19.8,67.06
59522,MT,Armed Guard,47.84,34.19,61.49
59522,MT,Executive Protection,67.55,59.21,75.9
59523,MT,Unarmed Guard,34.97,19.04,50.91
59523,MT,Armed Guard,29.16,24.49,33.83
59523,MT,Executive Protection,59.91,55.79,64.02
59524,MT,Unarmed Guard,30.99,18.97,43.01
59524,MT,Armed Guard,39.39,36.06,42.72
59524,MT,Executive Protection,63.66,47.82,79.51
59525,MT,Unarmed Guard,34.13,19.97,48.28
59525,MT,Armed Guard,31.38,21.04,41.73
59525,MT,Executive Protection,69.98,47.24,92.72
59526,MT,Unarmed Guard,43.31,19.21,67.4
59526,MT,Armed Guard,34.37,24.98,43.75
59526,MT,Executive Protection,59.38,44.56,74.2
59527,MT,Unarmed Guard,33.39,18.93,47.85
59527,MT,Armed Guard,51.92,33.5,70.35
59527,MT,Executive Protection,63.45,43.58,83.31
59528,MT,Unarmed Guard,24.96,19.77,30.16
59528,MT,Armed Guard,50.81,30.08,71.55
59528,MT,Executive Protection,66.38,50.7,82.06
59529,MT,Unarmed Guard,30.34,18.31,42.36
59529,MT,Armed Guard,50.5,26.04,74.95
59529,MT,Executive Protection,60.71,50.69,70.73
59530,MT,Unarmed Guard,23.47,19.7,27.24
59530,MT,Armed Guard,56.65,34.08,79.22
59530,MT,Executive Protection,62.8,47.93,77.66
59531,MT,Unarmed Guard,34.99,18.15,51.83
59531,MT,Armed Guard,44.14,22.1,66.18
59531,MT,Executive Protection,78.58,56.93,100.23
59532,MT,Unarmed Guard,23.22,19.22,27.23
59532,MT,Armed Guard,35.26,26.34,44.18
59532,MT,Executive Protection,64.01,50.28,77.73
59537,MT,Unarmed Guard,35.94,19.41,52.46
59537,MT,Armed Guard,32.86,26.85,38.86
59537,MT,Executive Protection,57.7,50.43,64.97
59538,MT,Unarmed Guard,31.19,19.85,42.52
59538,MT,Armed Guard,50.35,36.02,64.67
59538,MT,Executive Protection,60.76,44.98,76.53
59540,MT,Unarmed Guard,35.62,19.15,52.09
59540,MT,Armed Guard,36.3,33.23,39.37
59540,MT,Executive Protection,55.44,48.75,62.12
59542,MT,Unarmed Guard,29.98,18.59,41.37
59542,MT,Armed Guard,34.72,31.73,37.71
59542,MT,Executive Protection,65.44,45.7,85.17
59544,MT,Unarmed Guard,43.61,19.91,67.3
59544,MT,Armed Guard,57.13,39.01,75.25
59544,MT,Executive Protection,47.47,40.46,54.47
59545,MT,Unarmed Guard,31.35,19.1,43.6
59545,MT,Armed Guard,51.59,32.33,70.85
59545,MT,Executive Protection,68.12,46.7,89.53
59546,MT,Unarmed Guard,42.93,18.2,67.67
59546,MT,Armed Guard,54.8,36.38,73.22
59546,MT,Executive Protection,54.71,49.26,60.16
59547,MT,Unarmed Guard,23.29,18.76,27.82
59547,MT,Armed Guard,33.46,24.37,42.56
59547,MT,Executive Protection,63.23,51.59,74.87
59601,MT,Unarmed Guard,36.49,19.44,53.54
59601,MT,Armed Guard,32.17,22.79,41.56
59601,MT,Executive Protection,62.89,50.44,75.33
59602,MT,Unarmed Guard,27.62,18.36,36.88
59602,MT,Armed Guard,46.18,22.38,69.98
59602,MT,Executive Protection,49.25,46.03,52.47
59631,MT,Unarmed Guard,30.2,18.93,41.48
59631,MT,Armed Guard,43.4,29.84,56.96
59631,MT,Executive Protection,53.13,42.64,63.63
59632,MT,Unarmed Guard,26.03,18.77,33.28
59632,MT,Armed Guard,45.59,34.7,56.48
59632,MT,Executive Protection,70.97,46.38,95.56
59633,MT,Unarmed Guard,38.54,18.0,59.07
59633,MT,Armed Guard,30.38,22.91,37.86
59633,MT,Executive Protection,72.85,51.34,94.35
59639,MT,Unarmed Guard,35.66,19.18,52.15
59639,MT,Armed Guard,55.27,36.35,74.19
59639,MT,Executive Protection,72.73,50.93,94.53
59634,MT,Unarmed Guard,42.58,19.98,65.18
59634,MT,Armed Guard,55.07,38.03,72.12
59634,MT,Executive Protection,46.18,43.29,49.07
59635,MT,Unarmed Guard,36.13,19.61,52.65
59635,MT,Armed Guard,50.93,31.04,70.81
59635,MT,Executive Protection,64.72,40.15,89.29
59636,MT,Unarmed Guard,36.81,19.55,54.06
59636,MT,Armed Guard,49.63,36.67,62.59
59636,MT,Executive Protection,64.14,43.16,85.11
59638,MT,Unarmed Guard,32.39,18.3,46.48
59638,MT,Armed Guard,37.61,25.36,49.86
59638,MT,Executive Protection,63.63,54.85,72.42
59644,MT,Unarmed Guard,29.44,19.03,39.86
59644,MT,Armed Guard,46.96,34.83,59.1
59644,MT,Executive Protection,69.26,49.27,89.24
59642,MT,Unarmed Guard,39.78,19.59,59.97
59642,MT,Armed Guard,42.23,24.81,59.65
59642,MT,Executive Protection,54.11,40.79,67.43
59643,MT,Unarmed Guard,44.43,19.92,68.95
59643,MT,Armed Guard,52.04,36.22,67.86
59643,MT,Executive Protection,60.89,42.93,78.85
59645,MT,Unarmed Guard,43.71,19.62,67.81
59645,MT,Armed Guard,44.3,29.76,58.83
59645,MT,Executive Protection,66.04,48.6,83.49
59648,MT,Unarmed Guard,29.68,18.44,40.93
59648,MT,Armed Guard,29.96,26.54,33.39
59648,MT,Executive Protection,74.94,55.84,94.05
59701,MT,Unarmed Guard,22.05,19.54,24.57
59701,MT,Armed Guard,35.94,29.47,42.4
59701,MT,Executive Protection,81.44,56.5,106.37
59710,MT,Unarmed Guard,37.7,19.63,55.76
59710,MT,Armed Guard,35.47,21.21,49.72
59710,MT,Executive Protection,69.95,57.19,82.7
59711,MT,Unarmed Guard,33.18,18.32,48.03
59711,MT,Armed Guard,43.48,29.76,57.19
59711,MT,Executive Protection,77.56,58.26,96.86
59713,MT,Unarmed Guard,32.79,19.08,46.5
59713,MT,Armed Guard,31.52,24.08,38.95
59713,MT,Executive Protection,59.93,42.45,77.42
59714,MT,Unarmed Guard,39.93,18.14,61.72
59714,MT,Armed Guard,47.93,32.05,63.81
59714,MT,Executive Protection,66.43,45.46,87.41
59718,MT,Unarmed Guard,32.25,18.18,46.32
59718,MT,Armed Guard,37.96,35.44,40.48
59718,MT,Executive Protection,52.61,40.96,64.26
59716,MT,Unarmed Guard,32.78,18.88,46.68
59716,MT,Armed Guard,46.17,28.12,64.21
59716,MT,Executive Protection,71.62,47.76,95.48
59715,MT,Unarmed Guard,28.92,18.85,38.99
59715,MT,Armed Guard,40.69,31.24,50.14
59715,MT,Executive Protection,61.76,50.04,73.48
59720,MT,Unarmed Guard,26.94,18.52,35.36
59720,MT,Armed Guard,49.71,25.27,74.15
59720,MT,Executive Protection,50.1,44.22,55.98
59729,MT,Unarmed Guard,35.03,18.13,51.93
59729,MT,Armed Guard,37.28,23.84,50.71
59729,MT,Executive Protection,57.71,47.12,68.3
59721,MT,Unarmed Guard,24.82,19.2,30.43
59721,MT,Armed Guard,45.13,26.62,63.63
59721,MT,Executive Protection,69.64,46.9,92.39
59722,MT,Unarmed Guard,34.6,18.24,50.95
59722,MT,Armed Guard,58.24,33.76,82.72
59722,MT,Executive Protection,58.93,51.19,66.67
59724,MT,Unarmed Guard,42.67,19.15,66.19
59724,MT,Armed Guard,36.0,24.36,47.64
59724,MT,Executive Protection,72.22,56.34,88.11
59725,MT,Unarmed Guard,25.61,18.45,32.78
59725,MT,Armed Guard,50.25,37.22,63.28
59725,MT,Executive Protection,49.01,44.0,54.01
59727,MT,Unarmed Guard,43.49,18.99,67.99
59727,MT,Armed Guard,31.15,26.29,36.01
59727,MT,Executive Protection,84.16,59.87,108.46
59728,MT,Unarmed Guard,35.91,18.49,53.34
59728,MT,Armed Guard,53.15,29.81,76.49
59728,MT,Executive Protection,69.05,59.24,78.85
59730,MT,Unarmed Guard,39.24,19.35,59.14
59730,MT,Armed Guard,49.21,26.76,71.67
59730,MT,Executive Protection,71.37,49.55,93.18
59733,MT,Unarmed Guard,29.85,19.47,40.23
59733,MT,Armed Guard,44.08,28.63,59.54
59733,MT,Executive Protection,77.37,59.59,95.15
59735,MT,Unarmed Guard,37.41,18.28,56.55
59735,MT,Armed Guard,44.69,28.98,60.4
59735,MT,Executive Protection,71.64,56.65,86.63
59736,MT,Unarmed Guard,26.72,18.27,35.17
59736,MT,Armed Guard,58.44,39.8,77.08
59736,MT,Executive Protection,64.24,40.35,88.13
59739,MT,Unarmed Guard,37.76,19.53,55.99
59739,MT,Armed Guard,47.43,36.14,58.72
59739,MT,Executive Protection,67.12,45.72,88.52
59740,MT,Unarmed Guard,35.71,18.67,52.75
59740,MT,Armed Guard,37.29,23.7,50.87
59740,MT,Executive Protection,71.17,48.24,94.1
59741,MT,Unarmed Guard,29.47,18.74,40.2
59741,MT,Armed Guard,44.95,31.48,58.42
59741,MT,Executive Protection,60.3,48.33,72.28
59743,MT,Unarmed Guard,35.78,18.49,53.07
59743,MT,Armed Guard,43.67,33.83,53.5
59743,MT,Executive Protection,47.34,42.42,52.27
59745,MT,Unarmed Guard,36.2,19.36,53.04
59745,MT,Armed Guard,33.96,29.99,37.92
59745,MT,Executive Protection,61.97,50.0,73.93
59746,MT,Unarmed Guard,26.41,19.52,33.3
59746,MT,Armed Guard,45.3,30.32,60.27
59746,MT,Executive Protection,70.21,49.05,91.37
59747,MT,Unarmed Guard,42.58,18.32,66.84
59747,MT,Armed Guard,47.97,39.66,56.29
59747,MT,Executive Protection,66.45,43.85,89.05
59748,MT,Unarmed Guard,41.41,19.82,63.01
59748,MT,Armed Guard,29.64,26.55,32.74
59748,MT,Executive Protection,67.71,53.17,82.25
59749,MT,Unarmed Guard,40.47,19.97,60.96
59749,MT,Armed Guard,50.45,28.3,72.6
59749,MT,Executive Protection,65.6,46.26,84.94
59751,MT,Unarmed Guard,28.14,19.53,36.75
59751,MT,Armed Guard,38.83,26.54,51.12
59751,MT,Executive Protection,66.46,59.99,72.92
59754,MT,Unarmed Guard,33.15,19.36,46.94
59754,MT,Armed Guard,49.02,29.04,69.0
59754,MT,Executive Protection,61.9,52.16,71.64
59752,MT,Unarmed Guard,42.91,19.81,66.02
59752,MT,Armed Guard,42.08,31.62,52.54
59752,MT,Executive Protection,68.9,54.02,83.78
59755,MT,Unarmed Guard,27.93,19.31,36.56
59755,MT,Armed Guard,46.45,27.15,65.75
59755,MT,Executive Protection,52.0,41.4,62.6
59756,MT,Unarmed Guard,27.6,18.36,36.83
59756,MT,Armed Guard,34.52,30.62,38.43
59756,MT,Executive Protection,58.89,53.72,64.06
59758,MT,Unarmed Guard,26.34,18.16,34.53
59758,MT,Armed Guard,41.75,32.91,50.6
59758,MT,Executive Protection,63.02,44.82,81.22
59759,MT,Unarmed Guard,42.21,19.48,64.94
59759,MT,Armed Guard,41.65,35.41,47.89
59759,MT,Executive Protection,47.59,40.76,54.42
59760,MT,Unarmed Guard,26.77,19.19,34.35
59760,MT,Armed Guard,41.49,33.45,49.54
59760,MT,Executive Protection,80.3,55.59,105.02
59761,MT,Unarmed Guard,25.17,18.47,31.86
59761,MT,Armed Guard,43.36,37.2,49.53
59761,MT,Executive Protection,61.91,51.56,72.26
59762,MT,Unarmed Guard,34.23,18.99,49.47
59762,MT,Armed Guard,40.86,36.01,45.71
59762,MT,Executive Protection,54.19,46.87,61.5
59801,MT,Unarmed Guard,34.2,18.1,50.3
59801,MT,Armed Guard,47.83,34.21,61.45
59801,MT,Executive Protection,50.61,46.45,54.78
59802,MT,Unarmed Guard,40.87,19.2,62.54
59802,MT,Armed Guard,29.05,26.36,31.73
59802,MT,Executive Protection,54.17,42.82,65.51
59808,MT,Unarmed Guard,26.21,19.53,32.89
59808,MT,Armed Guard,51.74,27.89,75.59
59808,MT,Executive Protection,62.76,58.01,67.51
59820,MT,Unarmed Guard,36.22,19.68,52.77
59820,MT,Armed Guard,49.01,31.6,66.43
59820,MT,Executive Protection,73.36,53.26,93.46
59821,MT,Unarmed Guard,30.85,19.73,41.97
59821,MT,Armed Guard,47.65,27.79,67.51
59821,MT,Executive Protection,62.49,41.8,83.18
59823,MT,Unarmed Guard,35.18,18.28,52.08
59823,MT,Armed Guard,40.07,30.02,50.12
59823,MT,Executive Protection,67.25,49.06,85.45
59824,MT,Unarmed Guard,42.24,18.72,65.76
59824,MT,Armed Guard,36.31,29.99,42.62
59824,MT,Executive Protection,59.26,45.35,73.17
59825,MT,Unarmed Guard,33.13,19.77,46.49
